Key,Type,Desc,中文 [zh],English,Japanese
IE_Info/3234,Text,,战斗开始时，为所有敌人添加<#BuffCount#>层【宿命】,"At the start of battle, inflict <#BuffCount#> stacks of [Destiny] on all enemies",戦闘開始時、すべての敵に「宿命」を<#BuffCount#>付与する。
IE_Info/3235,Text,,回合开始时，所有带有疫毒的敌人移除<$Demage$>%当前生命值（不致死）同时自身获得等量护盾,"At the start of the turn, deal [<$Demage$>% * Current HP] True Damage (non-lethal) to all enemies bearing [Plague Toxin], and grant equal Shield to self",ターン開始時、疫毒を持つ全ての敵が現在HPの <$Demage$>% を除去され（致死なし）、同時に自身が等量のシールドを獲得する。
IE_Info/3236,Text,,被击后，获得<#BuffCount#>层【杀意】,"On being hit, gain <#BuffCount#> stacks of [Killing Malice]",攻撃されたあと、「殺意」を<#BuffCount#>得る。
IE_Info/3237,Text,,死亡后，全场施加<#BuffCount#>层【疫毒】,"On death, inflict <#BuffCount#> stacks of [Plague Toxin] to all enemies",撃破されたあと、すべての敵に「疫毒」を<#BuffCount#>付与する。
IE_Info/3238,Text,,每回合结束时，召唤6只紫蛛,"At the end of each turn, summon 6 Purple Spiders",各ターン終了時、紫蜘蛛を6匹召喚する。
IE_Info/3239,Text,,场上存在其他己方单位时，自身受到所有伤害变为0,"When other allied units exist on the field, all damage taken by self becomes 0",フィールドに他の味方ユニットが存在するとき、自身が受けるすべてのダメージが0になる。
IE_Info/324,Text,,"回合结束时，层数-1
层数归零时，移除100%最大生命值的血量，致死","-1 stack at the end of the turn.
When it reaches 0, remove 100% Max HP (lethal)","ターン終了時、スタック-1
スタックがなくなったとき、体力上限の100%分の体力を失い、撃破される。"
IE_Info/3240,Text,,自身受到所有伤害强制变为1点，任意己方单位死亡后，移除<$CostHp$>%当前生命,All damage taken by self becomes 1,自身が受ける全てのダメージが強制的に1ポイントになる。任意の味方ユニットが撃破されたあと、自身は現在体力の<$CostHp$>%分の体力を失う。
IE_Info/3241,Text,,回合结束时，强行发动春神之呓，消耗自身生命解除所有己方单位的异常状态，每层消耗<#CostHp#>点，不致死,"At the end of the turn, forcefully cast Spring Goddess's Whisper, consuming self HP to remove all debuffs from all allied units, at a cost of <#CostHp#> HP per stack (non-lethal)",ターン終了時、春神の呟きを発動し、自身の体力を消費してすべての味方ユニットのデバフを解除する（スタック1につき<#CostHp#>を消費）。撃破不能。
IE_Info/3241_1,Text,,"回合结束时，强行发动春神之呓，消耗自身生命解除所有己方单位的异常状态，每层消耗<#CostHp#>点，不致死
回合开始时，所有己方单位获得<#BuffCount#>层抵抗","At the end of the turn, forcefully cast Spring Goddess's Whisper, consuming self HP to remove all debuffs from all allied units, at a cost of <#CostHp#> HP per stack (non-lethal)
At the beginning of the turn, all friendly units gain<# BuffCount #>layer resistance","ターン終了時、春神の呟きを発動し、自身の体力を消費してすべての味方ユニットのデバフを解除する（スタック1につき<#CostHp#>を消費）。撃破不能。
ターン開始時、全ての味方ユニットが<#BuffCount#>の 抵抗 を獲得する。"
IE_Info/3242,Text,,回合开始时，没有【灵契】的己方单位【灵契】+<#BuffCount_1#>，没有【宿命】的敌人【宿命】+<#BuffCount_2#>,"At the start of the turn, +<#BuffCount_1#> [Spiritual Pact] to allied units without [Spiritual Pact], and +<#BuffCount_2#> [Destiny] to enemies without [Destiny]",ターン開始時、「霊契」のない味方ユニットの「霊契」+<#BuffCount_1#>、「宿命」のない敵ユニットの「宿命」+<#BuffCount_2#>。
IE_Info/3243,Text,,全场敌人受到任意伤害后，施加<#BuffCount#>层【疫毒】,"On any enemies taking damage, inflict <#BuffCount#> stacks of [Plague Toxin]",任意の敵がダメージを受けたあと、<#BuffCount#>の「疫毒」を付与する。
IE_Info/3244,Text,,将最近的敌人视为单挑对象，对其造成伤害提高<$Demage$>%，同时自身受到其他敌人伤害减半,"Take the nearest enemy into a duel, deal <$Demage$>% more damage to the target, and take half damage from all other enemies",最も近い敵を一騎打ちの対象とする。その敵に対するダメージが<$Demage$>%増加、他の敵から受けるダメージが半減する。
IE_Info/3245,Text,,任意敌人受到伤害后，立即结算其【疫毒】效果,"After any enemy takes damage, immediately trigger its [Plague Toxin] effect",任意の敵がダメージを受けたあと、その敵の「疫毒」効果を直ちに精算する。
IE_Info/3246,Text,,回合开始时，对所有敌人施加一层【疫毒】,"At the start of the turn, inflict 1 stack of [Plague Toxin] on all enemies",ターン開始時、すべての敵に「疫毒」を1スタック付与する。
IE_Info/325,Text,,对无标记的敌人造成任意伤害后，标记目标。若目标已被标记，则对其伤害提高<$AddValue$>%。回合结束时清空,"After dealing any damage to an enemy without a Mark, marks the target. If the target is already marked, damage dealt to it is increased by <$AddValue$>%. Resets at the end of the turn.",マークのない敵に任意のダメージを与えた後、対象をマークする。対象が既にマークされている場合、その対象に与えるダメージが <$AddValue$>% 上昇する。ターン終了時にリセットされる。
IE_Info/4,Text,,攻击造成伤害减半，回合结束时，层数-1,Attack damage is halved. -1 stack at the end of the turn,攻撃のダメージが半減する、ターン終了時、スタック-1。
IE_Info/401,Text,,受到任何伤害时，自身获得1【岁月】，层数-1,"On taking any damage, get 1 [Aging] and -1 stack",ダメージを受けると、自身は1「歳月」を得る、スタック-1。
IE_Info/402,Text,,带有【血祭】的单位被击时，额外受到【层数*<$Demage$>】点真实伤害，并为攻击者回复等量血量,Units with [Blood Sacrifice] take [Stack * <$Demage$>] True Damage on being hit. Heal the attacker for the equivalent amount,「血祭」が付与されているユニットが攻撃されるとき、追加で「スタック*<$Demage$>」真実ダメージを受け、攻撃者に同量の体力を回復する。
IE_Info/403,Text,,受到伤害时由所有具有灵契buff的单位分摊，回合结束时层数-1,"On being hit, split the damage to all units with Spiritual Pact. -1 stack at the end of the turn",ダメージを受けるとき、すべての霊契が付与されているユニットにそのダメージを分散する、ターン終了時にスタック-1。
IE_Info/404,Text,,"造成任意伤害时，<$Crite$>%概率造成<$CriteMult$>倍暴击伤害并生成一把【飞剑】
【心眼】层数越高，暴击伤害越高","On dealing any damage, <$Crite$>% chance to deal <$CriteMult$>x critical damage and spawn a [Flying Sword]
The critical damage grows with [Mind's Eye] stacks","ダメージを与えるとき、<$Crite$>%の確率で<$CriteMult$>倍の会心ダメージを与え、「飛剣」を1本召喚する。
「心眼」のスタックが多いほど、会心ダメージが高くなる。"
IE_Info/405,Text,,回合开始时，每拥有一层【死符】将一张僵尸之血加入手牌，层数-1,"-1 stack at the start of the turn, and add 1 <Zombie Blood> to hand per stack of [Death Sigil]",ターン開始時に、「死の札」1スタックごとに、僵屍の血を1枚手札に加える、スタック-1。
IE_Info/406,Text,,回合开始时，每拥有一层【生符】将一张僵尸之血加入手牌，层数-1,"-1 stack at the start of the turn, and add 1 <Zombie Blood> to hand per stack of [Life Sigil]",ターン開始時に、「生の札」1スタックごとに、僵屍の血を1枚手札に加える、スタック-1。
IE_Info/407,Text,,普攻后，灵力+1,‘+1 Mana after each Basic Attack,通常攻撃後、霊力+1。
IE_Info/408,Text,,,,
IE_Info/409,Text,,受到伤害时由所有具有灵契buff的单位分摊，分摊时，伤害降低20%，回合结束时层数-1,,
IE_Info/410,Text,,受到伤害时由所有具有灵契buff的单位分摊，持有buff时，单次收到伤害不超过最大生命值25%，回合结束时层数-1,,
IE_Info/411,Text,,被击后，对随机敌人释放《心欲流泉》,"On being hit, use <Fountain of Desires> on a random enemy",攻撃されたあと、ランダムな敵に『心欲流泉』を発動する。
IE_Info/5,Text,,无法触发所有buff/天赋/装备的词条效果，回合结束时，层数-1,Any buffs/talents/equipment effects are silenced. -1 stack at the end of the turn,すべてのバフ/天賦/装備のワード効果を発動できない、ターン終了時、スタック-1。
IE_Info/501,Text,,"教程
攻击力为1，只能任尸姬大人宰割","Tutorial
Attack fixed as 1 so the Lady Zombie can have some fun","チュートリアル
攻撃力は1、屍姫の好きなようにされるしかない。"
IE_Info/502,Text,,每回合开始，将获得3层【抵抗】,Gain 3 stacks of [Resistance] at the start of the turn,ターン開始するごとに、「抵抗」を3スタック得る。
IE_Info/503,Text,,"单次受到伤害不超过<$DemageLimt$>%，每回合召唤随机杂兵，击败后获得胜利。
该效果无视眩晕","Damage taken per instance will not exceed <$DemageLimt$>%. Summon random mobs every turn. Defeat to achieve victory.
This buff ignores Stun","一度の攻撃で受けるダメージは<$DemageLimt$>%を超えない、ターンごとにランダムな雑兵を召喚し、撃破すると勝利する。
この効果はスタンを無視する。"
IE_Info/504,Text,,"单次受到伤害不超过<$DemageLimt$>%，每回合召唤随机杂兵，击败后开启下一个阶段。击杀杂兵获得额外经验。
该效果无视眩晕","Damage taken per instance will not exceed <$DemageLimt$>%. Summon random mobs every turn. Defeat to enter the next phase. Kill minions to earn extra EXP.
This buff ignores Stun","1回で受けるダメージは<$DemageLimt$>%を超えない。ターンごとにランダムな雑兵を召喚し、撃破されると次の段階へ進む。雑兵を撃破すると追加経験値を得る。
この効果はスタンを無視する。"
IE_Info/6,Text,,"回合结束时，减少【层数*5】点生命值，层数-1
死亡时，向身后及左右单位扩散一半层数","Lose [Stack * 5] HP. -1 stack at the end of the turn
Upon death, spread half of the stacks to adjacent and back units","ターン終了時、「スタック*5」の体力を失い、スタック-1。
撃破時、後ろおよび隣接ユニットに半分のスタックを拡散する。"
IE_Info/602,Text,,"<^RoundBegin^>，受到【层数*<#RDemage#>】,同时降低【层数*<#AtkSub#>】点攻击力",Each point of Card Power increases the damage of [Spiritual Bow] talent by 1,
IE_Info/603,Text,,"<^UseCard^>受到【层数*<#RDemage#>】,<^RoundBegin^>，，移除全部引雷效果。",[Drain] <#AddAtk#> Attack after a Basic Attack,
IE_Info/7,Text,,处于眩晕状态的单位无法行动，无法触发部分被动效果,Stunned units cannot act and cannot trigger specific passive effects,スタン状態のユニットは行動できない、一部のパッシブ効果を発動できない。
IE_Info/8,Text,,火灵根+【尸姬大人等级*1】,,
IE_Info/9,Text,,法强+【尸姬大人等级*1】,,
IE_Name/,Text,,文人断脊,Scholar's Broken Spine,文人断脊
IE_Name/1,Text,,嘲讽,Taunt,挑発
IE_Name/10,Text,,,,
IE_Name/1001,Text,,灵弓-吹,Spiritual Bow - Draw,雷矢-吹
IE_Name/1002,Text,,春神使,Spring Goddess's Herald,春神使い
IE_Name/1003,Text,,灵弓之主,Master of the Spiritual Bow,雷矢の主
IE_Name/1004,Text,,咒之舌,Cursed Tongue,呪いの舌
IE_Name/1005,Text,,神之遗民,Deity's Descendant,神の遺民
IE_Name/1006,Text,,上古之灵,Ancient Spirit,古の霊
IE_Name/1007,Text,,神铸巨盾,Divine Shield,神鍛（しんたん）巨大盾
IE_Name/1008,Text,,春神之盾,Spring Goddess's Shield,春神の盾
IE_Name/1009,Text,,长眠,Long Slumber,永き眠り
IE_Name/1010,Text,,怨之核,Core of Resentment,怨の核
IE_Name/1011,Text,,神弃之眼,Eye of Forsaken,神棄の眼
IE_Name/1012,Text,,噬灵之齿,Soul-Devouring Fangs,霊喰いの牙
IE_Name/1013,Text,,尸躯,Carcass,屍体
IE_Name/1014,Text,,殷红之血,Crimson Blood,深紅の血
IE_Name/1015,Text,,沉褐之血,Blackish Blood,褐色の血
IE_Name/1016,Text,,掂血之手,Blood-Seeking Hand,血を量る手
IE_Name/1017,Text,,封火之符,Sealing Sigil of Fire,封火の符
IE_Name/1018,Text,,祸之触,Touch of Calamity,禍の触れ
IE_Name/1019,Text,,病之心,Plague Heart,病の心
IE_Name/1020,Text,,灾之眼,Eye of Disaster,災の眼
IE_Name/1021,Text,,毒囊,Poison Sac,毒嚢（どくのう）
IE_Name/1022,Text,,疫齿,Pestilence Fang,疫歯（えきし）
IE_Name/1023,Text,,蕴毒,Cradle of Toxin,蘊毒（うんどく）
IE_Name/1024,Text,,烛龙,Zhuloong,燭龍（しょくりゅう）
IE_Name/1025,Text,,怎么？没见过醉死的龙？,What? Never seen a dragon die drunk?,なに？酔っ払った龍を見たことがないって？
IE_Name/1026,Text,,什么？没有酒？也没有烟？,What? No booze? No smokes?,なに？酒もない？煙草もない？
IE_Name/1027,Text,,蓝烟令,Token of Azure Smoke,藍煙令
IE_Name/1028,Text,,亡国之血,Blood of Fallen Kingdom,亡国の血
IE_Name/1029,Text,,匹夫之血,Blood of Commoner's Rage,匹夫の血
IE_Name/1030,Text,,知同参事,Vice Advisor,知同参事
IE_Name/1031,Text,,斩立决,Immediate Execution,即斬
IE_Name/1032,Text,,妖剑,Evil Sword,妖剣
IE_Name/1033,Text,,决意断情剑,Sword of Severed Affection,決意断情剣
IE_Name/1034,Text,,白骨妖傀躯,Puppet's Skeleton,白骨妖傀儡
IE_Name/1035,Text,,时光刻痕,Nick of Time,時間の刻印
IE_Name/1036,Text,,长忆,Enduring Memory,長憶
IE_Name/1037,Text,,转念,Shifting Mind,転念
IE_Name/1038,Text,,笔尖万事,Penpoint Myriads,筆の万事
IE_Name/1039,Text,,历史就是死人名字,History is just a list of dead names,歴史は死者の名前
IE_Name/1040,Text,,太阳照常升起,The sun rises as usual,太陽はいつもどおり昇る
IE_Name/1041,Text,,奉剑,Devotion to Sword,奉剣
IE_Name/1042,Text,,剑音,Chant of Sword,剣音
IE_Name/1043,Text,,弹剑,Sword Player,弾剣
IE_Name/1044,Text,,唤灵,Spirit Summoner,喚霊
IE_Name/1045,Text,,灵方击,Cubie Strike,呪縁撃
IE_Name/1046,Text,,始源灵阵,Primordial Formation,源の霊陣
IE_Name/1047,Text,,血饲,Blood Feeder,血飼
IE_Name/1048,Text,,放血,Bloodletting,放血
IE_Name/1049,Text,,灵魂脱出,Soul Extraction,霊魂離脱
IE_Name/1050,Text,,毒翅,Toxic Wings,毒翼
IE_Name/1051,Text,,神恶的生灵,Forsaken Beings,悪の生霊
IE_Name/1052,Text,,生于尸骸的幻翅,Carcass Phantom Wings,死骸より生まれる翼
IE_Name/1053,Text,,血气溃败,Blood Decay,血気崩壊
IE_Name/1054,Text,,残影拳,Blurring Fist,残影拳
IE_Name/1055,Text,,硬拳,Rigid Fist,硬拳
IE_Name/1056,Text,,疯魔,Maniac Frenzy,狂魔
IE_Name/1057,Text,,连续挥拳一百次,One Hundred Consecutive Punches,拳を百連打
IE_Name/1058,Text,,坚持重复一百天,One Hundred Days of Persistence,百日繰り返し
IE_Name/1059,Text,,武魂真躯,Martial Avatar,武魂真体
IE_Name/1060,Text,,悟剑,Sword Revelation,悟剣
IE_Name/1061,Text,,归去来兮,The Great Returning,いざ帰りなん
IE_Name/1062,Text,,有往无回,Final Departure,往きて帰らず
IE_Name/1063,Text,,生死撩断,Severance of Life and Death,生死断絶
IE_Name/1064,Text,,活死人之躯,Body of the Living Dead,生ける屍の肉体
IE_Name/1065,Text,,活人道-死,Way of the Living - Death,活人道-死
IE_Name/1066,Text,,死人道-生,Way of the Dead - Life,死人道-生
IE_Name/1067,Text,,尸鬼心,Zombie Heart,屍鬼心（しきしん）
IE_Name/1068,Text,,凡人心,Mortal Heart,凡人心
IE_Name/1069,Text,,所谓生死,Answer of Life and Death,生死とは何ぞ
IE_Name/1070,Text,,所谓神明,Nature of Divinity,神とは何ぞ
IE_Name/1071,Text,,灵感,Inspiration,霊感
IE_Name/1072,Text,,藏涩,Hidden Debauchery,秘めた渋み
IE_Name/1073,Text,,白描,Line Drawing,白描
IE_Name/1074,Text,,红熏,Red Brush,紅染
IE_Name/1075,Text,,翻花弄蕾,Flower Play,弄花翻蕾（のうかほんらい）
IE_Name/1076,Text,,桃露含春,Peach Dew Temptation,桃露含春（とうろかんしゅん）
IE_Name/1077,Text,,心之眼,Inner Eye,心の眼
IE_Name/1078,Text,,源之眼-风息无垠,Eye of Origin - Boundless Wind,源の眼-風息無限
IE_Name/1079,Text,,识之眼-雨落有声,Eye of Recognition - Sound of Rain,識の眼-落雨有声
IE_Name/1080,Text,,溺死的鱼,Drowned Fish,溺れた魚
IE_Name/1081,Text,,浑浑噩噩的黎明,Muddleheaded Dawn,ぼんやりとした夜明け
IE_Name/1082,Text,,真可惜，没死呢,Still alive? What a pity,死んでない、惜しいね
IE_Name/1083,Text,,等待死亡的每一天,Days Awaiting Death,死を待つ毎日
IE_Name/1084,Text,,刀俎与鱼肉,Butcher and Meat,刀台と魚肉
IE_Name/1085,Text,,尸龙血,Dragon Carcass Blood,屍龍血
IE_Name/1086,Text,,饕餮之脑,Taotie's Brain,饕餮の脳
IE_Name/1087,Text,,葬尸木,Burial Wood,葬屍木（そうしき）
IE_Name/1088,Text,,劫雷之体,Body of Tribulation Lightning,劫雷（こうらい）の体
IE_Name/1089,Text,,雷心化铠,Armor of Lightning Core,雷心化鎧
IE_Name/1090,Text,,雷天眼-正法,Lightning Eye - Dharma,雷天眼-正法
IE_Name/1091,Text,,天地皆我,Domination of Heaven and Earth,天地皆我
IE_Name/1092,Text,,,,
IE_Name/1093,Text,,摆烂,Slack Off,サボり
IE_Name/1094,Text,,你烧水做什么？,Why are you boiling the water?,水を沸かして何をする？
IE_Name/1095,Text,,已经努力过啦！,Tried my best already!,頑張ったんだよ！
IE_Name/1096,Text,,陪葬,Sacrificial Burial,殉葬（じゅんそう）
IE_Name/1097,Text,,神灵之墓,Tomb of Deity,神霊の墓
IE_Name/1098,Text,,灵力之始,Origin of Mana,霊力の始まり
IE_Name/1099,Text,,灰烬之眼,Eye of Ashes,灰燼（はいじん）の眼
IE_Name/11,Text,,,,
IE_Name/11001,Text,,妖弓-蚀,Demonic Bow - Erosion,影弓-蝕
IE_Name/11004,Text,,咒之舌-凶,Cursed Tongue - Fierce,呪いの舌-凶
IE_Name/11007,Text,,神铸巨盾-符,Divine Shield - Sigil,神鍛巨大盾-符
IE_Name/11010,Text,,怨之核-凝刻,Core of Resentment - Engrave,怨の核-凝刻（ぎょうこく）
IE_Name/11013,Text,,尸躯-灵,Carcass - Spirit,屍体-霊
IE_Name/11018,Text,,祸之触-舔,Touch of Calamity - Lick,禍の触れ-舐め
IE_Name/1102,Text,,长大,Growing Up,成長
IE_Name/11021,Text,,毒囊-连喷,Poison Sac - Volley,毒嚢-連射
IE_Name/11024,Text,,烛龙-醉生,Zhuloong - Batter Life,燭龍-酔生
IE_Name/11027,Text,,赤烟令,Token of Scarlet Smoke,赤煙令
IE_Name/1103,Text,,烟与火与无尽的怒气,"Smoke, Fire, and Endless Rage",煙と火と尽きない怒り
IE_Name/11032,Text,,妖剑-残心,Evil Sword - Broken Heart,妖剣-残心
IE_Name/11035,Text,,时光刻痕-暮雨,Nick of Time - Evening Rain,時間の刻印-暮雨
IE_Name/11038,Text,,笔尖万事-纪,Penpoint Myriads - Chronicle,筆の万事-紀
IE_Name/1104,Text,,神赐,Divine Gift,神の授け
IE_Name/11041,Text,,奉剑-口舌,Devotion to Sword - Words,奉剣-口舌
IE_Name/11044,Text,,唤灵-回风,Spirit Summoner - Circling Wind,喚霊-回風
IE_Name/11047,Text,,血饲-嗔,Blood Feeder - Hatred,血飼-嗔（ちん）
IE_Name/1105,Text,,堕神之使,Herald of Fallen Deity,堕神の使い
IE_Name/11050,Text,,毒翅-瘟疫,Toxic Wings - Plague,毒翼-疫病
IE_Name/11054,Text,,残影拳-崩雷,Blurring Fist - Thunder,残影拳-崩雷
IE_Name/1106,Text,,三尸灵阵,Three-Corpse Formation,三屍霊陣
IE_Name/11060,Text,,悟剑-似我,Sword Revelation - Similarity,悟剣-似我
IE_Name/11064,Text,,活死人之躯-阴尸,Body of the Living Dead - Yin Corpse,生ける屍の肉体-陰屍
IE_Name/1107,Text,,灵御之骸,Mana-Driven Remains,霊御の骸
IE_Name/11071,Text,,灵感-速写,Inspiration - Sketch,霊感-速写
IE_Name/11074,Text,,红熏-同房异蕊,"Red Brush - Same Room, Different Flower",紅染-同房異花
IE_Name/11077,Text,,心之眼-转念鸣雷,Inner Eye - Thunderous Shift,心の眼-転念鳴雷
IE_Name/1108,Text,,返魂之骸,Reincarnated Remains,返魂の骸
IE_Name/11080,Text,,溺死的鱼-绝望,Drowned Fish - Despair,溺れた魚-絶望
IE_Name/11085,Text,,尸龙血-升灵,Dragon Carcass Blood - Ascender,屍龍血-昇霊
IE_Name/11088,Text,,雷魄本源,Essence of Lightning Soul,雷魄本源
IE_Name/1109,Text,,同契之锁,Lock of Covenant,契りの鎖
IE_Name/11093,Text,,一起摸鱼,Goof off together,団体サボり
IE_Name/11096,Text,,陪葬-邪冢,Sacrificial Burial - Wicked Tomb,殉葬-邪塚
IE_Name/11099,Text,,灰烬之眼-燃灰,Eye of Ashes - Burning Embers,灰燼の眼-灰燃やし
IE_Name/1110,Text,,仿死残尸,Mimic Corpse,擬死の残骸
IE_Name/11104,Text,,神赐-风火,Divine Gift - Wind & Fire,神の授け-風火
IE_Name/1111,Text,,衡无情,Merciless Balance,衡無情
IE_Name/11110,Text,,仿死残尸-替补,Mimic Corpse - Substitute,擬死の残骸-控え
IE_Name/11114,Text,,春信-河开,Herald of Spring - River's Thaw,春の便り-河開き
IE_Name/11119,Text,,肉鼎秘法-溢流,Flesh Cauldron Method - Overflow,肉鼎秘法-溢れ
IE_Name/1112,Text,,率然击,Spontaneous Strike,率然撃
IE_Name/11122,Text,,阴阳奇脉-浊,Yin-Yang Veins - Turbid,陰陽奇脈-濁
IE_Name/11125,Text,,阴司-严刑,Netherworld - Torment,陰司-厳刑
IE_Name/11128,Text,,罪孽-等待发酵,Sin - Awaiting Escalation,罪業-積み重ね
IE_Name/11129,Text,,法相-厉鬼,Hades' Shackles,法相-悪鬼（あくき）
IE_Name/1113,Text,,往去神明之血,Blood of Departed Deities,去りゆく神の血
IE_Name/11132,Text,,青丘血脉-溟潮,Qingqiu Bloodline - Abyssal Tide,青丘血脈-溟潮（めいちょう）
IE_Name/11137,Text,,合欢妖龙-淫,Vile Dragon of Carnal Bliss - Lust,合歓妖龍-淫（いん）
IE_Name/1114,Text,,春信,Herald of Spring,春の便り
IE_Name/11141,Text,,覆海魔蛟-劲,Sea-Wrecking Demonic Wyrm - Vigorous,覆海魔蛟-勁（けい）
IE_Name/11145,Text,,玉镇-碎神,Jade Seal - Shattered Soul,玉鎮-砕神（さいしん）
IE_Name/1115,Text,,哀鸣,Lament,哀鳴
IE_Name/11150,Text,,天地本源-阴,Primordial Essence - Yin,天地本源-陰（いん）
IE_Name/11154,Text,,手贱-捏捏你的,Itchy Fingers - Squishy Squishy,手癖-つんつん
IE_Name/11159,Text,,记仇-当场报复,Grudge Holder - Instant Retaliation,恨み-その場で仕返し（そのばでしかえし）
IE_Name/1116,Text,,堕神之羽,Feather of Fallen Deity,堕神の羽
IE_Name/11163,Text,,昨日之忆,Memories of Yesterday,往日の記憶（おうじつのきおく）
IE_Name/11168,Text,,春日吟-和风,Spring Chants - Gentle Breeze,春日吟-穏風（おんふう）
IE_Name/1117,Text,,惊蛰,Awakening of Insects,啓蟄（けいちつ）
IE_Name/11172,Text,,懒懒虎-调休,Lazy Tiger - Time Off,怠け虎-振替休暇（ふりかえきゅうか）
IE_Name/11176,Text,,紫霄剑道-截运,Violet Firmament Swordplay - Fortune Interception,紫霄剣道-断運（だんうん）
IE_Name/1118,Text,,谷雨,Grain Rain,穀雨（こくう）
IE_Name/11180,Text,,灵铳-大残，大残！,"Spiritual Musket - Critical, Critical!",霊銃-大破（たいは）、大破（たいは）！
IE_Name/11183,Text,,古帝残躯-生灵,Remains of the Ancient Emperor - Living Being,古帝の残軀・生霊（せいれい）
IE_Name/1119,Text,,肉鼎秘法,Flesh Cauldron Method,肉鼎（にくてい）秘法
IE_Name/1120,Text,,窃灵葫芦,Spirit-Stealing Gourd,窃霊（せつれい）瓢箪
IE_Name/1121,Text,,驭灵斩,Spiritual Slash,馭霊斬（ぎょれいざん）
IE_Name/1122,Text,,阴阳奇脉,Yin-Yang Veins,陰陽奇脈
IE_Name/1123,Text,,气运庇佑,Fortune's Blessing,機運庇護
IE_Name/1124,Text,,流风,Gust,風流し
IE_Name/1125,Text,,阴司,Netherworld,陰司
IE_Name/1126,Text,,冥狱之锁,Abyssal Shackles,冥獄の鎖
IE_Name/1127,Text,,罪责之躯,Vessel of Guilt,罪責の身
IE_Name/1128,Text,,罪孽,Sin,罪業
IE_Name/1129,Text,,法相,Nether Tribunal: Hades' Prison,法相（ほうそう）
IE_Name/1130,Text,,鬼道之主,Lord of Ghostly Path,鬼道の主（きどうのぬし）
IE_Name/1131,Text,,魍魉行军,Fiend March,魑魅道中（ちみどうちゅう）
IE_Name/1132,Text,,青丘血脉,Qingqiu Bloodline,青丘血脈（せいきゅうちみゃく）
IE_Name/1133,Text,,仙姿玉貌,Ethereal Grace,仙姿玉貌（せんしぎょくぼう）
IE_Name/1134,Text,,红尘劫难,Mortal Tribulation,紅塵劫難（こうじんごうなん）
IE_Name/1135,Text,,贪欲炉鼎,Cauldron of Greed,貪欲の炉鼎（たんよくのろてい）
IE_Name/1136,Text,,尸姬大人的恶趣味,Lady Zombie's Sick Humor,屍姫さまの悪趣味（しかひめさまのあくしゅみ）
IE_Name/1137,Text,,合欢妖龙,Vile Dragon of Carnal Bliss,合歓妖龍（ごうかんようりゅう）
IE_Name/1138,Text,,灵液充盈,Gushing Fluid,霊液充盈（れいえきじゅうえい）
IE_Name/1139,Text,,丰腴福泽,Bountiful Grace,豊腴福沢（ほうゆふくたく）
IE_Name/1140,Text,,祸国雨师,Rain Master of Calamity,禍国雨師（かこくうし）
IE_Name/1141,Text,,覆海魔蛟,Sea-Wrecking Demonic Wyrm,覆海魔蛟（ふくかいまこう）
IE_Name/1142,Text,,厚实蛟皮,Thick Wyrm Hide,ぶ厚い蛟皮（ぶあついこうひ）
IE_Name/1143,Text,,云雨之欢,Pleasure of Carnal Desire,雲雨の歓（うんうのかん）
IE_Name/1144,Text,,噬欲之口,Desire-Devouring Maw,欲喰いの口（よくぐいのくち）
IE_Name/1145,Text,,玉镇,Jade Seal,玉鎮（ぎょくちん）
IE_Name/1146,Text,,养剑葫芦-灵躯,Sword-Nurturing Gourd - Spiritual Body,養剣瓢箪-霊躯（ようけんひょうたん-れいく）
IE_Name/1147,Text,,炼丹炉-人鼎,Alchemy Cauldron - Human Vessel,煉丹炉-人鼎（れんたんろ-じんてい）
IE_Name/1148,Text,,镇魂碑-锁魂,Soul-Sealing Stele - Soul Shackle,鎮魂碑-鎖魂（ちんこんひ-さこん）
IE_Name/1149,Text,,法器,Ritual Artifact,法器（ほうき）
IE_Name/1150,Text,,天地本源,Primordial Essence,天地本源（てんちほんげん）
IE_Name/1151,Text,,肾虚，是阴气不足,Kidney Deficiency is due to insufficient Yin energy,腎の虚、陰の気が足りない（じんのきょ、いんのきがたりない）
IE_Name/1152,Text,,阳亢，乃火力过剩,Yang Hyperactivity results from excessive heat,陽亢、すなわち火力の過剰（ようこう、すなわちかりょくのかじょう）
IE_Name/1153,Text,,阴阳-碎玉尸晶茶,Yin & Yang - Shattered Crystal Tea,陰陽-砕玉の屍晶茶（おんみょう-さいぎょくのしけいちゃ）
IE_Name/1154,Text,,手贱,Itchy Fingers,手癖
IE_Name/1155,Text,,萝？,Tur?,だい？
IE_Name/1156,Text,,萝北萝北~,Turnip turnip~,だいこんだいこん～
IE_Name/1157,Text,,萝！萝——萝北！！！,Tur! Tur—turnip!!!,だいこんだいこん！だいこん！
IE_Name/1158,Text,,人剑合一,One with the Sword,人剣合一（じんけんごういつ）
IE_Name/1159,Text,,记仇,Grudge Holder,恨み（うらみ）
IE_Name/1160,Text,,对冲,Counter Strike,交互衝突（こうごしょうとつ）
IE_Name/1161,Text,,我避他锋芒？,I avoid his blade?,避けるって？（さけるって）
IE_Name/1162,Text,,宰种！单挑啊！,You Bastard! Duel Me!,ザコめ！タイマンだ！
IE_Name/1163,Text,,往昔之忆,Memories of the Past,昔の記憶（むかしのきおく）
IE_Name/1164,Text,,我已时日无多……,My Days Are Numbered...,残された時間は多くない…（のこされたじかんはおおくない）
